"date","matchup","ID","name.x","label","slug.y","name.y","field_type","state","longitude","attendance","broadcast","daytime","duration","temperature","temperature_unit","weather_conditions","wind_direction","wind_speed","wind_speed_unit","at_bats","balks","batting_average","caught_stealing","complete_games","double_plays","doubles","earned_run_average","earned_runs_against","errors_made","games_lost","games_played","games_won","grounded_into_double_plays","hit_batters","hit_by_pitch","hits","home_runs","intentional_walks","intentional_walks_against","left_on_base","on_base_percentage","on_base_plus_slugging","outs_pitched","passed_balls","pickoffs","rlisp_two_out","runs","runs_batted_in","runs_inning_1","runs_inning_2","runs_inning_3","runs_inning_4","runs_inning_5","runs_inning_6","runs_inning_7","runs_inning_8","runs_inning_9","runs_inning_10","runs_inning_11","runs_inning_12","runs_inning_13","runs_inning_14","runs_inning_15","runs_inning_16","runs_inning_17","runs_inning_18","runs_inning_19","runs_inning_20","runs_inning_21","runs_inning_22","runs_inning_23","runs_inning_24","runs_inning_extra","sacrifice_flys","sacrifice_hits","saves","shutouts","slugging_percentage","stolen_bases","strikeouts","team_left_on_base","total_bases","triple_plays","triples","two_out_left_on_base","walks","whip","wild_pitches"
2016-09-18,"WAS-ATL","WAS-ATL-2016-09-18","Nationals vs Braves September 18, 2016 at  1:35pm","Nationals vs Braves","mlb-was","Turner Field","grass","GA",-84.354916,37296,"FSSO",TRUE,9360,NA,NA,NA,NA,NA,NA,26,0,0.269,0,0,0,1,8.1,6,0,1,0,0,2,0,1,7,0,0,2,6,0.296,0.681,20,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,4,10,0,1,2,0,2.4,1
2016-08-10,"CLE-WAS","CLE-WAS-2016-08-10","Indians vs Nationals August 10, 2016 at  4:05pm","Indians vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,30185,"MASN",TRUE,10380,NA,NA,NA,NA,NA,NA,35,0,0.314,0,0,1,5,4,4,0,0,0,1,0,0,0,11,1,0,0,14,0.333,0.876,27,0,0,0,7,7,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.543,0,0,5,19,0,0,4,1,1.222,0
2016-04-27,"PHI-WAS","PHI-WAS-2016-04-27","Phillies vs Nationals April 27, 2016 at  7:05pm","Phillies vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,24186,"MASN",FALSE,10740,54,"f","cloudy","In from Right",6,"mph",28,0,0.071,0,0,2,1,2,2,1,1,0,0,1,0,0,2,0,0,0,7,0.161,0.268,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,1,9,4,3,0,0,1,3,1.333,2
2016-05-20,"WAS-MIA","WAS-MIA-2016-05-20","Nationals vs Marlins May 20, 2016 at  7:10pm","Nationals vs Marlins","mlb-was","Marlins Park","grass","FL",-80.2214982,20017,"FS-F",FALSE,10380,NA,NA,"indoors",NA,NA,NA,34,0,0.235,0,0,2,4,1,1,0,0,0,1,1,1,0,8,2,1,0,18,0.316,0.845,27,0,0,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.529,0,4,7,18,0,0,3,3,1.222,1
2016-04-11,"ATL-WAS","ATL-WAS-2016-04-11","Braves vs Nationals April 11, 2016 at  7:05pm","Braves vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,18119,"MASN 2",FALSE,11100,72,"f","sunny","Out to Center",10,"mph",33,0,0.333,0,0,1,1,4,4,0,0,0,1,0,0,0,11,1,1,1,17,0.4,0.855,27,0,0,5,6,6,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.455,4,7,10,15,0,0,5,4,1.222,0
2016-08-23,"WAS-BAL","WAS-BAL-2016-08-23","Nationals vs Orioles August 23, 2016 at  7:05pm","Nationals vs Orioles","mlb-was","Oriole Park at Camden Yards","grass","MD",-76.6206139,26697,"MLBN (out-of-market ",FALSE,11520,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,1,NA,0,0,0,NA,NA
2016-06-16,"WAS-SD","WAS-SD-2016-06-16","Nationals vs Padres June 16, 2016 at  7:10pm","Nationals vs Padres","mlb-was","PETCO Park","grass","CA",-117.1550698,22648,"FSSD",FALSE,11880,72,"f","sunny","Left to Right",10,"mph",35,0,0.257,0,0,2,1,5,5,1,0,0,1,0,0,0,9,3,1,0,14,0.333,0.876,27,0,0,4,8,7,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.543,1,5,7,19,0,0,4,4,1.556,0
2016-07-04,"MIL-WAS","MIL-WAS-2016-07-04","Brewers vs Nationals July  4, 2016 at 11:05am","Brewers vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,29174,"MASN",TRUE,10860,72,"f","cloudy","Right to Left",2,"mph",29,0,0.069,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,7,0.156,0.225,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,7,5,2,0,0,3,2,0.889,0
2016-03-20,"WAS-DET","WAS-DET-2016-03-20","Nationals vs Tigers March 20, 2016 at  1:05pm","Nationals vs Tigers","mlb-was","Joker Marchant Stadium","grass","FL",NA,NA,"",TRUE,NA,79,"f","cloudy","Out to Center",7,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,6,NA,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-19,"WAS-SD","WAS-SD-2016-06-19","Nationals vs Padres June 19, 2016 at  1:40pm","Nationals vs Padres","mlb-was","PETCO Park","grass","CA",-117.1550698,32285,"FSSD",TRUE,10740,84,"f","sunny","Left to Right",14,"mph",32,0,0.219,1,0,2,1,5.625,5,1,1,0,0,1,2,0,7,3,0,0,8,0.242,0.773,24,0,1,1,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,1,13,3,17,0,0,1,1,1.75,0
2016-05-14,"MIA-WAS","MIA-WAS-2016-05-14","Marlins vs Nationals May 14, 2016 at  7:05pm","Marlins vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,30019,"MASN 2",FALSE,10500,62,"f","cloudy","Out to Right",7,"mph",30,0,0.167,0,0,0,0,7,7,0,1,0,0,1,1,1,5,0,0,1,17,0.316,0.483,27,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.167,0,2,10,5,0,0,5,6,1.667,0
2016-05-27,"STL-WAS","STL-WAS-2016-05-27","Cardinals vs Nationals May 27, 2016 at  7:05pm","Cardinals vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,30781,"WUSA 9",FALSE,9120,86,"f","cloudy","Out to Left",11,"mph",34,NA,0.235,0,0,1,1,6,6,0,1,0,0,2,0,1,8,1,0,0,15,0.278,0.631,27,0,0,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,1,7,7,12,0,0,4,1,0.889,0
2016-09-28,"ARI-WAS","ARI-WAS-2016-09-28","Diamondbacks vs Nationals September 28, 2016 at  7:05pm","Diamondbacks vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,20577,"MASN 2",FALSE,6900,NA,NA,NA,NA,NA,NA,18,0,0.278,1,0,1,0,5.063,3,1,1,0,0,1,0,0,5,0,0,1,11,0.316,0.594,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,4,5,0,0,2,1,2.063,0
2016-08-09,"CLE-WAS","CLE-WAS-2016-08-09","Indians vs Nationals August  9, 2016 at  7:05pm","Indians vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,30978,"MASN",FALSE,10500,NA,NA,NA,NA,NA,NA,34,0,0.177,0,0,0,2,2,2,1,1,0,0,1,0,0,6,1,0,0,16,0.243,0.567,27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,9,11,0,0,4,3,0.667,0
2016-05-13,"MIA-WAS","MIA-WAS-2016-05-13","Marlins vs Nationals May 13, 2016 at  7:05pm","Marlins vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,28232,"MASN 2",FALSE,11940,74,"f","sunny","Left to Right",12,"mph",31,0,0.29,1,0,1,1,1,1,2,0,0,1,0,1,0,9,3,0,0,10,0.405,1.018,27,0,0,3,5,5,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.613,0,9,8,19,0,0,3,6,1.111,0
2016-07-28,"WAS-SF","WAS-SF-2016-07-28","Nationals vs Giants July 28, 2016 at  7:15pm","Nationals vs Giants","mlb-was","AT&T Park","grass","CA",-122.3401953,42001,"CSN-BA",FALSE,12480,NA,NA,NA,NA,NA,NA,38,0,0.289,0,0,0,3,2,2,1,0,0,1,0,0,0,11,0,3,0,19,0.386,0.754,27,0,0,0,4,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.368,2,0,13,14,0,0,8,3,1.222,0
2016-03-09,"WAS-DET","WAS-DET-2016-03-09","Nationals vs Tigers March  9, 2016 at  1:05pm","Nationals vs Tigers","mlb-was","Joker Marchant Stadium","grass","FL",NA,NA,"",TRUE,NA,81,"f","cloudy","Right to Left",10,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,NA,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-13,"ATL-WAS","ATL-WAS-2016-08-13","Braves vs Nationals August 13, 2016 at  7:05pm","Braves vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,38490,"MASN",FALSE,11220,NA,NA,NA,NA,NA,NA,35,0,0.314,0,0,2,0,6,6,1,0,0,1,0,0,0,11,2,0,0,11,0.324,0.981,27,0,0,0,7,7,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.657,0,0,6,23,0,3,4,1,1.556,1
2016-07-26,"WAS-CLE","WAS-CLE-2016-07-26","Nationals vs Indians July 26, 2016 at  7:10pm","Nationals vs Indians","mlb-was","Progressive Field","grass","OH",-81.6943605,23711,"SportsTime Ohio",FALSE,11820,NA,NA,NA,NA,NA,NA,36,0,0.222,0,0,2,3,5.4,5,1,1,0,0,0,0,1,8,2,0,1,19,0.282,0.754,25,1,0,0,6,5,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,1,0,6,17,0,0,4,2,1.8,0
2016-09-04,"WAS-NYM","WAS-NYM-2016-09-04","Nationals vs Mets September  4, 2016 at  8:08pm","Nationals vs Mets","mlb-was","Citi Field","grass","NY",-73.8501765,30257,"ESPN",TRUE,10740,NA,NA,NA,NA,NA,NA,36,0,0.25,0,0,0,1,5.625,5,0,1,0,0,0,0,1,9,1,0,0,20,0.27,0.631,24,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0,9,13,0,0,6,0,1.25,3
2016-05-28,"STL-WAS","STL-WAS-2016-05-28","Cardinals vs Nationals May 28, 2016 at  7:15pm","Cardinals vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,38274,"FOX",FALSE,10800,87,"f","sunny","Out to Center",6,"mph",33,0,0.212,0,0,1,0,9,9,0,1,0,0,1,0,0,7,3,0,1,4,0.212,0.697,27,0,0,1,4,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,7,2,16,0,0,1,0,1.889,0
2016-05-08,"WAS-CHC","WAS-CHC-2016-05-08","Nationals vs Cubs May  8, 2016 at  1:20pm","Nationals vs Cubs","mlb-was","Wrigley Field","grass","IL",-87.6297982,41233,"WGN",TRUE,17640,61,"f","sunny","Right to Left",7,"mph",50,0,0.22,0,0,1,3,2.189,3,1,1,0,0,1,2,2,11,0,3,0,40,0.371,0.651,37,0,0,12,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.28,0,9,21,14,0,0,12,7,1.378,2
2016-04-22,"MIN-WAS","MIN-WAS-2016-04-22","Twins vs Nationals April 22, 2016 at  7:05pm","Twins vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,27684,"MASN",FALSE,10260,68,"f","cloudy","Out to Center",9,"mph",30,0,0.3,0,0,0,1,3,3,1,0,0,1,1,0,2,9,1,0,0,14,0.421,0.921,27,0,0,3,8,8,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,4,7,15,0,1,3,5,1.111,1
2016-07-27,"WAS-CLE","WAS-CLE-2016-07-27","Nationals vs Indians July 27, 2016 at 12:10pm","Nationals vs Indians","mlb-was","Progressive Field","grass","OH",-81.6943605,26607,"SportsTime Ohio",TRUE,11460,NA,NA,NA,NA,NA,NA,31,0,0.194,0,0,1,3,1,1,1,0,0,1,1,0,0,6,1,0,0,14,0.286,0.673,27,0,0,0,4,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.387,1,0,5,12,0,0,4,4,1,0
2016-06-05,"WAS-CIN","WAS-CIN-2016-06-05","Nationals vs Reds June  5, 2016 at  1:10pm","Nationals vs Reds","mlb-was","Great American Ball Park","grass","OH",-84.5120196,21422,"FS-O",TRUE,12420,78,"f","cloudy","Out to Left",14,"mph",41,0,0.341,0,0,1,2,9,9,1,0,0,1,0,0,0,14,2,1,1,11,0.349,0.886,27,0,0,4,10,8,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.537,1,7,6,22,0,0,4,0,1.889,0
2016-08-01,"WAS-ARI","WAS-ARI-2016-08-01","Nationals vs Diamondbacks August  1, 2016 at  6:40pm","Nationals vs Diamondbacks","mlb-was","Chase Field","grass","AZ",-112.0746942,17518,"FS-A",FALSE,12180,NA,NA,NA,NA,NA,NA,44,0,0.432,0,0,0,4,1,1,0,0,0,1,0,0,0,19,0,0,0,14,0.471,1.039,27,0,0,0,14,14,4,2,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.568,1,0,10,25,0,1,7,5,0.778,0
2016-07-17,"PIT-WAS","PIT-WAS-2016-07-17","Pirates vs Nationals July 17, 2016 at  1:35pm","Pirates vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,32775,"MASN",TRUE,20880,NA,NA,NA,NA,NA,NA,57,0,0.14,1,0,1,0,1,2,0,1,0,0,2,1,1,8,1,0,1,16,0.21,0.403,54,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,1,0,7,11,0,0,4,4,0.889,1
2016-08-24,"BAL-WAS","BAL-WAS-2016-08-24","Orioles vs Nationals August 24, 2016 at  7:05pm","Orioles vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,39100,"MASN",FALSE,12480,NA,NA,NA,NA,NA,NA,40,0,0.375,0,0,0,3,9,9,2,1,0,0,2,3,1,15,2,0,0,22,0.419,1.019,27,0,0,0,8,8,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,8,24,0,0,3,2,1.889,0
2016-07-08,"WAS-NYM","WAS-NYM-2016-07-08","Nationals vs Mets July  8, 2016 at  7:10pm","Nationals vs Mets","mlb-was","Citi Field","grass","NY",-73.8501765,35030,"SNY",FALSE,11820,NA,NA,NA,NA,NA,NA,29,0,0.138,0,0,1,1,1,1,0,0,0,1,1,0,0,4,1,0,0,7,0.265,0.541,27,0,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.276,0,0,5,8,0,0,1,5,0.778,0
2016-03-10,"HOU-WAS","HOU-WAS-2016-03-10","Astros vs Nationals March 10, 2016 at  5:05pm","Astros vs Nationals","mlb-was","Space Coast Stadium","grass","FL",NA,4870,"MASN",TRUE,NA,76,"f","cloudy","Out to Right",16,"mph",33,NA,0.273,1,0,0,1,4,4,1,1,0,0,0,0,0,9,0,0,0,11,0.257,0.56,27,0,0,2,3,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.303,0,7,NA,10,0,0,NA,0,0.889,1
2016-05-09,"DET-WAS","DET-WAS-2016-05-09","Tigers vs Nationals May  9, 2016 at  7:05pm","Tigers vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,27153,"MASN",FALSE,10620,63,"f","cloudy","Out to Right",6,"mph",30,0,0.233,0,0,0,0,4,4,0,0,0,1,1,0,0,7,2,1,2,12,0.314,0.747,27,0,0,3,5,5,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.433,1,4,6,13,0,0,3,3,1.222,0
2016-09-06,"ATL-WAS","ATL-WAS-2016-09-06","Braves vs Nationals September  6, 2016 at  7:05pm","Braves vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,17161,"MASN 2",FALSE,13080,NA,NA,NA,NA,NA,NA,37,0,0.324,0,0,1,1,7,7,0,0,0,1,0,0,1,12,2,1,0,15,0.39,0.904,27,0,0,0,9,8,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.514,4,0,8,19,0,0,5,2,1.222,0
2016-05-30,"WAS-PHI","WAS-PHI-2016-05-30","Nationals vs Phillies May 30, 2016 at  7:05pm","Nationals vs Phillies","mlb-was","Citizens Bank Park","grass","PA",-75.1678599,21993,"CSN",FALSE,10380,73,"f","cloudy","Out to Center",8,"mph",31,0,0.161,0,0,1,1,3,3,0,0,0,1,0,0,1,5,1,0,0,8,0.257,0.612,27,0,0,3,4,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.355,1,9,4,11,0,1,3,3,0.889,1
2016-04-06,"WAS-ATL","WAS-ATL-2016-04-06","Nationals vs Braves April  6, 2016 at  7:10pm","Nationals vs Braves","mlb-was","Turner Field","grass","GA",-84.354916,18531,"FSSO",FALSE,10380,65,"f","cloudy","Right to Left",10,"mph",34,0,0.235,0,0,1,2,1,1,0,0,0,1,0,0,0,8,0,1,0,13,0.278,0.572,27,0,0,1,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.294,0,6,6,10,0,0,1,1,1.222,0
2016-03-30,"WAS-NYM","WAS-NYM-2016-03-30","Nationals vs Mets March 30, 2016 at 12:10pm","Nationals vs Mets","mlb-was","Tradition Field","grass","FL",NA,NA,"SNY",TRUE,NA,77,"f","cloudy","Right to Left",15,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,12,NA,3,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-24,"WAS-PIT","WAS-PIT-2016-09-24","Nationals vs Pirates September 24, 2016 at  7:05pm","Nationals vs Pirates","mlb-was","PNC Park","grass","PA",-79.9485413,30137,"ROOTPIT",FALSE,12480,NA,NA,NA,NA,NA,NA,37,0,0.324,1,0,0,1,1,1,0,0,0,1,1,1,2,12,0,0,0,20,0.372,0.723,27,0,0,0,6,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.351,0,0,10,13,0,0,4,2,1.222,0
2016-05-11,"DET-WAS","DET-WAS-2016-05-11","Tigers vs Nationals May 11, 2016 at  7:05pm","Tigers vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,35695,"MASN",FALSE,9480,61,"f","cloudy","In from Right",4,"mph",29,NA,0.31,1,1,0,2,2,2,0,0,0,1,2,0,0,9,1,0,0,10,0.394,0.877,27,0,0,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,1,4,6,14,0,0,1,4,0.667,0
2016-08-06,"SF-WAS","SF-WAS-2016-08-06","Giants vs Nationals August  6, 2016 at  7:05pm","Giants vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,36404,"MLBN (out-of-market ",FALSE,12540,NA,NA,NA,NA,NA,NA,33,0,0.242,1,0,1,1,7,7,0,1,0,0,1,0,2,8,0,0,1,18,0.342,0.615,27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,10,9,0,0,5,3,2,0
2016-05-23,"NYM-WAS","NYM-WAS-2016-05-23","Mets vs Nationals May 23, 2016 at  7:05pm","Mets vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,31264,"MASN",FALSE,9180,61,"f","cloudy","Out to Center",1,"mph",32,0,0.188,0,0,1,0,7,7,0,1,0,0,1,1,0,6,0,0,0,11,0.235,0.423,27,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,1,4,6,6,0,0,3,2,1.222,0
2016-05-02,"WAS-KC","WAS-KC-2016-05-02","Nationals vs Royals May  2, 2016 at  7:15pm","Nationals vs Royals","mlb-was","Kauffman Stadium","grass","MO",-94.5785667,32394,"FSKC",FALSE,11340,55,"f","cloudy","Left to Right",4,"mph",34,NA,0.265,1,0,0,3,0,0,0,0,0,1,1,1,0,9,0,0,0,17,0.306,0.659,27,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.353,1,10,7,12,0,0,5,2,0.778,0
2016-04-15,"WAS-PHI","WAS-PHI-2016-04-15","Nationals vs Phillies April 15, 2016 at  7:05pm","Nationals vs Phillies","mlb-was","Citizens Bank Park","grass","PA",-75.1678599,22624,"CSN",FALSE,11460,61,"f","sunny","Out to Left",5,"mph",43,0,0.372,0,0,0,5,1,1,1,0,0,1,0,0,0,16,2,0,0,17,0.413,1.041,27,0,0,4,9,8,5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,10,10,27,0,0,4,3,0.778,1
2016-06-27,"NYM-WAS","NYM-WAS-2016-06-27","Mets vs Nationals June 27, 2016 at  7:05pm","Mets vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,33109,"MASN",FALSE,12780,82,"f","light-rain","Out to Left",9,"mph",38,0,0.447,0,0,2,3,4,4,0,0,0,1,2,0,0,17,0,0,0,22,0.5,1.026,27,0,0,4,11,11,0,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.526,6,8,9,20,0,0,4,5,1.667,0
2016-08-02,"WAS-ARI","WAS-ARI-2016-08-02","Nationals vs Diamondbacks August  2, 2016 at  6:40pm","Nationals vs Diamondbacks","mlb-was","Chase Field","grass","AZ",-112.0746942,19919,"FS-A",FALSE,11880,NA,NA,NA,NA,NA,NA,42,0,0.357,0,0,1,1,3,3,1,0,0,1,0,0,1,15,3,0,0,16,0.4,0.995,27,0,0,0,10,10,1,0,0,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,1,0,8,25,0,0,4,2,1.556,0
2016-08-14,"ATL-WAS","ATL-WAS-2016-08-14","Braves vs Nationals August 14, 2016 at  1:36pm","Braves vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,29107,"MASN",TRUE,9960,NA,NA,NA,NA,NA,NA,31,0,0.29,0,0,3,2,1,1,0,0,0,1,0,0,0,9,2,0,0,10,0.333,0.881,27,0,0,0,9,8,3,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.548,0,0,4,17,0,0,2,3,0.889,0
2016-08-12,"ATL-WAS","ATL-WAS-2016-08-12","Braves vs Nationals August 12, 2016 at  7:05pm","Braves vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,29089,"MASN",FALSE,11700,NA,NA,NA,NA,NA,NA,34,0,0.265,0,0,1,2,8,8,0,1,0,0,1,1,0,9,1,0,1,11,0.324,0.736,27,0,0,0,5,5,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.412,2,0,6,14,0,0,3,3,1.556,0
2016-03-27,"WAS-NYM","WAS-NYM-2016-03-27","Nationals vs Mets March 27, 2016 at  1:10pm","Nationals vs Mets","mlb-was","Tradition Field","grass","FL",NA,NA,"WPIX",TRUE,NA,89,"f","cloudy","Right to Left",10,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-25,"BAL-WAS","BAL-WAS-2016-08-25","Orioles vs Nationals August 25, 2016 at  7:05pm","Orioles vs Nationals","mlb-was","Nationals Park","grass","DC",-77.0074421,39722,"MASN",FALSE,9780,NA,NA,NA,NA,NA,NA,34,0,0.294,0,0,0,3,0,0,0,0,0,1,0,0,0,10,1,0,0,12,0.294,0.765,27,0,0,0,4,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,2,0,6,16,0,0,4,0,0.333,0
